question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
7345,"Soit V l'espace vectoriel réel de toutes les matrices réelles 2 x 3, et soit W l'espace vectoriel réel de tous les vecteurs colonnes réels 4 x 1. Si T est une transformation linéaire de V sur W, quelle est la dimension du sous-espace noyau de T ?",5,3,9,4,2,0,7,6,1,8,4,,math,fr
7350,Soit $n$ le produit des deux plus petits nombres premiers à 3 chiffres. Trouvez la somme des chiffres de $n$.,8,9,14,3,10,18,11,15,6,12,0,,math,fr
7352,"Supposons que $f(x)$ est un polynôme de degré $6$ et $g(x)$ est un polynôme de degré $3$. Si $h(x)$ est également un polynôme tel que $f(g(x)) + g(h(x)) + h(f(x))$ est un polynôme de degré $36$, quel est le degré du polynôme $h$ ?",3,21,6,9,30,72,12,15,24,18,2,,math,fr
7364,Quelle est la plus petite valeur entière positive possible de $n$ telle que $\sqrt{18\cdot n \cdot 34}$ soit un nombre entier ?,4,3,1,18,51,17,6,34,68,2,5,,math,fr
7368,Combien y a-t-il de triangles dont tous les côtés sont des nombres entiers et dont la longueur maximale du côté est égale à 11 ?,45,36,48,33,50,55,24,42,30,60,1,,math,fr
7377,Le produit de deux des quatre racines de l'équation quartique x^4 - 18x^3 + kx^2 + 200x - 1984 = 0 est -32. Déterminer la valeur de k.,150,45,86,110,72,120,103,98,54,64,2,,math,fr
7379,"Pour a\geq 0, nous définissons $S_a={x | dist(x, S) \leq a}$, où $dist(x,S)=inf_{y\in S}||x-y||$. Supposons que S est convexe. Est-ce que S_a est convexe ? Répondez 1 pour oui et 0 pour non.",Indéfini,0.0,Aucune des précédentes,1.0,,,,,,,3,,math,fr
7402,Déterminer si le polynôme dans Z[x] satisfait un critère d'Eisenstein pour l'irréductibilité sur Q. x^2 - 12,"Oui, avec p=4.","Non, car le polynôme est réductible.","Oui, avec p=1.","Non, car le polynôme ne satisfait pas le critère d'Eisenstein.",Non.,"Oui, avec p=12.","Oui, avec p=3.","Oui, avec p=5.","Oui, avec p=6.","Oui, avec p=2.",6,,math,fr
7416,"La relation entre le prix de vente d'une voiture (en milliers de $) et son âge (en années) est estimée à partir d'un échantillon aléatoire de voitures d'un modèle spécifique. La relation est donnée par la formule suivante : Prix de vente = 15,9 - 0,983 (âge). Laquelle des conclusions suivantes pouvons-nous tirer de cette équation ?","Pour chaque année de vieillissement de la voiture, le prix de vente baisse d'environ $983.",Une voiture neuve coûte en moyenne $9 830.,Une voiture neuve coûte en moyenne $15 900.,"Pour chaque année de vieillissement de la voiture, le prix de vente baisse d'environ 9,83 pour cent.","Pour chaque année de vieillissement de la voiture, le prix de vente augmente d'environ $983.","Pour chaque année de vieillissement de la voiture, le prix de vente baisse d'environ $159.","Pour chaque année de vieillissement de la voiture, le prix de vente augmente d'environ $1 590.",Une voiture neuve coûte en moyenne $983.,"Pour chaque année de vieillissement de la voiture, le prix de vente reste le même.","Pour chaque année de vieillissement de la voiture, le prix de vente baisse d'environ $1 590.",0,,math,fr
7464,Deux nombres additionnés donnent 19. Leur produit est 70. Quels sont ces deux nombres ?,"5, 14","4, 15","1, 18","9, 10","12, 7","2, 17","3, 16","7, 10","8, 11","6, 13",0,,math,fr
7469,"Supposons que C est un ensemble compact convexe dans un espace normé linéaire, et soit T : C → C une application continue. Alors, il existe un point fixe de T dans C. Est-ce correct ? Répondez 1 pour oui et 0 pour non.",1.0,2.5,-0.5,1.5,-1.0,0.5,0.0,2.0,-2.0,3.0,0,,math,fr
7493,"Un certain système masse-ressort satisfait le problème à valeur initiale$$u^{\prime \prime}+\frac{1}{4} u^{\prime}+u=k g(t), \quad u(0)=0, \quad u^{\prime}(0)=0$$où $g(t)=u_{3 / 2}(t)-u_{5 / 2}(t)$ et $k>0$ est un paramètre.Supposons $k=2$. Trouvez le temps $\tau$ après lequel $|u(t)|<0,1$ pour tout $t>\tau$.","27,8924","25,6773","30,7654","24,5567","19,4689","32,8495","20,5426","28,6891","34,1256","22,3147",1,,math,fr
7497,"5.6-9. Dans l'exemple 5.6-4, calculez $P(1,7 \leq Y \leq 3,2)$ avec $n=4$ et comparez votre réponse avec l'approximation normale de cette probabilité.","$0,7254$","$0,6749$","$0,6182$","$0,7035$","$0,7891$","$0,9524$","$0,5918$","$0,4876$","$0,5603$","$0,8421$",1,,math,fr
7509,Trouvez le générateur pour le corps fini Z_11.,2,5,10,6,4,3,8,7,1,9,0,,math,fr
7519,"Supposons que X et Y sont des variables aléatoires avec μx = 32, σx = 5, μy = 44, et σy = 12. Sachant que X et Y sont indépendantes, quelles sont la moyenne et l'écart-type de la variable aléatoire X + Y ?","μx+y = 72, σx+y = 12","μx+y = 80, σx+y = 15","μx+y = 76, σx+y = 8.5","μx+y = 76, σx+y = 20","μx+y = 76, σx+y = 13","μx+y = 38, σx+y = 17","μx+y = 76, σx+y = 17","μx+y = 68, σx+y = 13","μx+y = 70, σx+y = 17","μx+y = 76, σx+y = 19",4,,math,fr
7521,"La demande quotidienne moyenne de pain dans une boulangerie populaire est de 2 500 pains, avec un écart-type de 225 pains. Chaque matin, la boulangerie cuit 3 000 pains. Quelle est la probabilité qu'aujourd'hui elle soit en rupture de stock ? Supposons que la demande quotidienne moyenne de pain dans cette boulangerie suit une distribution normale.",0.9869,0.5234,0.6875,0.0132,0.3500,0.4589,0.8333,0.2314,0.7500,0.1667,3,,math,fr
7534,Écrivez la décomposition en facteurs premiers de 77. Utilisez des exposants lorsque c'est possible.,7^2 • 11^2,11^2 • 13,7 • 13^2,7 • 11 • 13,7 • 11,7^2 • 13,7^2 • 11,7 • 11^2 • 13,11 • 13,7^3 • 11,4,,math,fr
7555,"Supposons que $f(x)$ est une fonction qui a cette propriété : Pour tous les nombres réels $a$ et $b$ tels que $a<b$, la portion du graphe de $y=f(x)$ entre $x=a$ et $x=b$ se trouve en dessous du segment de droite dont les extrémités sont $(a,f(a))$ et $(b,f(b))$. (Une fonction ayant cette propriété est appelée strictement convexe.) Sachant que $f(x)$ passe par $(-2,5)$ et $(2,9)$, quel est l'ensemble des valeurs possibles pour $f(1)$ ? Exprimez votre réponse en notation d'intervalle.","(-inf, 5)","(-inf, 7)","(-inf, 3)","(-inf, 11)","(-inf, 9)","(-inf, 12)","(-inf, 6)","(-inf, 10)","(-inf, 4)","(-inf, 8)",9,,math,fr
7560,Quelle valeur de $N$ satisfait $rac{4^{(3^3)}}{(4^3)^3} = 2^N$ ?,34,64,36,18,9,81,27,72,45,54,2,,math,fr
7566,On lance six dés à 6 faces. Quelle est la probabilité que trois des dés montrent des nombres premiers et que les autres montrent des nombres composés ?,\frac{5}{55},\frac{5}{54},\frac{125}{7776},\frac{3}{18},\frac{125}{2916},\frac{5}{36},\frac{5}{16},\frac{10}{54},\frac{1}{6},\frac{125}{3888},1,,math,fr
7576,La fonction de répartition de la distribution gaussienne standard $F(x)=1/\sqrt{2 \pi} \int_{-\infty}^x e^{-t^2/2} dt$ est-elle log-concave ? Répondez 1 pour oui et 0 pour non.,2.5,-1.0,2.0,1.5,-0.5,0.0,1.0,-2.0,0.5,3.0,6,,math,fr
7598,"pour la matrice $A=(\begin{array}{rrrrr} 1 & 2 & 3 & 4 & -3 \1 & 2 & 0 & -5 & 1 \2 & 4 & -3 & -19 & 6 \3 & 6 & -3 & -24 & 7\end{array})$, quel est son rang en ligne et son rang en colonne ? donnez les deux nombres sous forme de liste.","[1, 1]","[3, 4]","[4, 4]","[2, 4]","[2, 3]","[3, 3]","[4, 2]","[2, 2]","[4, 3]","[3, 2]",7,,math,fr
7610,"7.3-5. Afin d'estimer la proportion, $p$, d'une grande classe d'étudiants de première année universitaire ayant une moyenne générale au lycée comprise entre 3,2 et 3,6 inclus, un échantillon de $n=50$ étudiants a été prélevé. On a constaté que $y=9$ étudiants se situaient dans cet intervalle.
(a) Donnez une estimation ponctuelle de $p$.","$0,1000$","$0,1600$","$0,1200$","$0,2000$","$0,2200$","$0,1400$","$0,3000$","$0,2500$","$0,2800$","$0,1800$",9,,math,fr
7613,"Soient $A$ et $B$ des événements indépendants avec $P(A)=$ 0,7 et $P(B)=0,2$. Calculer $P(A \cap B)$.","0,28","0,9","0,7","0,1","0,56","0,04","0,14","0,5","0,2","0,35",6,,math,fr
7617,Trouvez la caractéristique de l'anneau Z_3 x 3Z.,24,12,30,21,15,36,3,9,6,0,9,,math,fr
7647,Quel est le quotient de 1 248 / 7 ?,168 reste 2,178 reste 2,169 reste 3,178 reste 0,177 reste 8,178 reste 3,177 reste 7,178 reste 4,177 reste 9,178 reste 1,1,,math,fr
7662,Quel est le plus grand facteur commun de 252 et 96 ?,24,48,30,12,6,36,15,21,5,18,3,,math,fr
7671,"Quel est le déterminant de la matrice [[0, 1, 2], [7, 8, 3], [6, 5, 4]] ?",0,24,-12,36,-48,72,-60,-24,-36,60,8,,math,fr
7672,Utilisez la règle des trapèzes pour approximer $\int_0^{\pi} sin^2(x)dx$. Donnez la valeur décimale approximative.,1.414214,1.000000,0.785398,1.570796,1.234567,3.000000,3.141592,2.718282,2.345678,2.000000,3,,math,fr
7675,"Combien d'entiers entre 1 (inclus) et 100 (inclus) sont divisibles par 2, 3 ou 5 ?",82,60,80,68,74,72,85,50,78,66,4,,math,fr
7681,De combien de façons peut-on sélectionner un comité de 2 hommes et 3 femmes à partir d'un groupe de 6 hommes et 8 femmes ?,1500,1000,1200,1100,720,960,400,500,840,650,8,,math,fr
7711,"Une roulette typique utilisée dans un casino possède 38 cases numérotées $1,2,3, \ldots, 36,0,00$ respectivement. Les cases 0 et 00 sont colorées en vert. La moitié des cases restantes sont rouges et l'autre moitié noires. De plus, la moitié des nombres entiers entre 1 et 36 inclus sont impairs, la moitié sont pairs, et 0 et 00 ne sont définis ni comme pairs ni comme impairs. Une bille est lancée autour de la roue et finit dans l'une des cases ; nous supposons que chaque case a une probabilité égale de $1 / 38$, et nous nous intéressons au numéro de la case dans laquelle la bille tombe. Soit $A=\{0,00\}$. Donnez la valeur de $P(A)$.",$\frac{1}{19}$,$\frac{1}{76}$,$\frac{20}{38}$,$\frac{2}{38}$,$\frac{3}{38}$,$\frac{4}{38}$,$\frac{36}{38}$,$\frac{1}{38}$,$\frac{1}{2}$,$\frac{18}{38}$,3,,math,fr
7729,"Le conseil scolaire d'un grand district scolaire propose un nouveau code vestimentaire pour les élèves. Certains élèves estiment que ce code vestimentaire cible injustement les élèves de sexe féminin. Pour voir s'il existe une différence entre les garçons et les filles dans leur opposition au nouveau code vestimentaire, ils mènent un sondage auprès de 60 garçons et 70 filles sélectionnés au hasard dans les écoles secondaires du district. Ils constatent que 66 filles s'opposent au code vestimentaire et 50 garçons s'y opposent. Laquelle des raisons suivantes explique pourquoi un test z de deux proportions n'est pas approprié ?",Il n'y a pas d'hypothèse alternative proposée pour ce test.,Le nombre de succès et le nombre d'échecs pour les deux groupes ne sont pas tous assez grands.,Les formes des distributions de la population ne sont pas connues.,Le test z n'est pas conçu pour les proportions.,Les tailles des échantillons sont trop petites.,Les tailles des échantillons sont différentes.,L'échantillon n'a pas été sélectionné au hasard.,Les élèves qui s'opposent au code vestimentaire ne représentent pas toute la population.,Les tailles des échantillons sont trop grandes.,Les proportions de garçons et de filles ne sont pas égales.,1,,math,fr
7733,"Le département de la Santé prévoit de tester le niveau de plomb dans un parc spécifique. Comme un niveau élevé de plomb est nocif pour les enfants, le parc sera fermé si le niveau de plomb dépasse la limite autorisée. Le département sélectionne aléatoirement plusieurs endroits dans le parc, prélève des échantillons de sol de ces endroits et teste les échantillons pour leurs niveaux de plomb. Quelle décision parmi les suivantes résulterait d'une erreur de Type I ?",Maintenir le parc ouvert lorsque les niveaux de plomb sont en dessous de la limite autorisée,Fermer le parc sur la base d'une prévision d'augmentation future du niveau de plomb,Maintenir le parc ouvert lorsque les niveaux de plomb dépassent la limite autorisée,Fermer d'autres parcs lorsque leurs niveaux de plomb sont en dessous de la limite autorisée,Fermer le parc lorsque les niveaux de plomb dépassent la limite autorisée,Ne pas tester les niveaux de plomb du tout et fermer le parc,Maintenir d'autres parcs ouverts lorsque leurs niveaux de plomb dépassent la limite autorisée,Ignorer les résultats des tests et maintenir le parc ouvert indépendamment des niveaux de plomb,Fermer le parc lorsque les niveaux de plomb sont en dessous de la limite autorisée,Fermer le parc sur la base des niveaux de plomb d'un autre parc,8,,math,fr
7734,"Dans un groupe de 10 scores, le score le plus élevé est augmenté de 40 points. Qu'arrivera-t-il à la moyenne ?",Elle restera la même.,Elle augmentera de 30 points.,Elle augmentera de 10 points.,Elle diminuera de 10 points.,Elle restera inchangée si les autres scores augmentent aussi de 40 points.,Elle augmentera de 20 points.,Elle diminuera de 4 points.,Elle diminuera de 40 points.,Elle augmentera de 40 points.,Elle augmentera de 4 points.,9,,math,fr
7752,Quel rapport peut former une proportion avec 3 sur 8 ?,24 sur 64,15 sur 48,18 sur 56,18 sur 40,,,,,,,0,,math,fr
7762,Un magasin possède 8 aquariums qui contiennent chacun 40 litres d'eau. Quel est le nombre total de litres d'eau dans tous les aquariums ?,400,380,280,300,360,340,5,420,320,48,8,,math,fr
7783,"Six nombres entiers positifs sont écrits sur les faces d'un cube. Chaque sommet est étiqueté avec le produit des trois nombres sur les faces adjacentes au sommet. Si la somme des nombres sur les sommets est égale à $1001$, quelle est la somme des nombres écrits sur les faces ?",36,31,15,20,13,18,27,24,1001,45,1,,math,fr
7794,Supposons que nous lancions deux dés équitables à 6 faces. Quelle est la probabilité que la somme des deux nombres obtenus soit égale à 4?,\frac{3}{12},\frac{1}{6},\frac{2}{12},\frac{1}{9},\frac{1}{2},\frac{1}{18},\frac{1}{12},\frac{1}{3},\frac{1}{4},\frac{1}{8},6,,math,fr
7827,"Soit X_1, X_2,... des variables indépendantes prenant chacune les valeurs +1 ou -1 avec des probabilités 1/2 et 1/2. On sait que $\sqrt{3/n^3}*\sum_{k=1}^n k*X_k$ converge en distribution vers une distribution normale N(a,b) lorsque n tend vers l'infini. Ici a est l'espérance et b est la variance. Quelles sont les valeurs de a et b ? Donnez les réponses sous forme de liste. Par exemple, si a=2, b=100, donnez [2,100].","[2, 0]","[0, 1]","[2, 1]","[1, 1]","[1, 0]","[0, 0]","[0, 1/2]","[1, 2]","[0, 2]","[0, 3]",1,,math,fr
7828,"Pour les fonctions suivantes, lesquelles sont des fonctions entières bornées ? 1. f(x)=0 ; 2. f(x)= 1+i ; 3. f(x)=sin(x) ; 4. f(x)=min{|cos(x)|,1}. Ici i=\sqrt{-1} et $|\cdot|$ est la norme d'un nombre complexe. Donnez les numéros des réponses sous forme de liste.","[1, 2]","[2, 4]","[3, 4]","[1, 2, 3]","[1, 3, 4]","[1, 4]",[4],"[1, 3]",[3],"[2, 3]",0,,math,fr
